Language,Video ID,Controversial Topics (LLM),Derogatory Words (LLM),Derogatory Words (dictionary),Person names,Transcript word count,Transcript unique word count,Transcript non-stopword count,Transcript unique non-stop word count,Derogatory words (dictionary) word count,Derogatory words (LLM) word count,Controversial topics (LLM) word count,Person names word count
bn,2wmk2N9xzrY,None,None,None,"[('গোপাল', 'hindu', 'male'), ('ঈশ্বর', 'hindu', 'male'), ('বেণী', 'hindu', 'female'), ('বাবা', 'hindu', 'male'), ('জমিদার মশাই', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('মাসি', 'hindu', 'female'), ('প্রভু', 'hindu', 'male'), ('দাইমা', 'hindu', 'female'), ('জগত নাথ', 'hindu', 'male'), ('আচার্যি ঠাকুর', 'hindu', 'male'), ('বিভূতি', 'hindu', 'male'), ('শিব ঠাকুর', 'hindu', 'male'), ('বড়কাকি', 'hindu', 'female'), ('কুমশা', 'hindu', 'male'), ('হরে', 'hindu', 'male'), ('সন্ধ্যা', 'hindu', 'female'), ('রুমা', 'hindu', 'female'), ('লোকনাথ', 'hindu', 'male'), ('সর', 'hindu', 'male'), ('দাদা', 'hindu', 'male'), ('লক্ষীনাথ', 'hindu', 'male')]",2023,735,1064,597,None,None,None,"[('গোপাল', 'hindu', 'male', 1), ('ঈশ্বর', 'hindu', 'male', 2), ('বেণী', 'hindu', 'female', 1), ('বাবা', 'hindu', 'male', 12), ('জমিদার মশাই', 'hindu', 'male', 1), ('মা', 'hindu', 'female', 120), ('মাসি', 'hindu', 'female', 5), ('প্রভু', 'hindu', 'male', 1), ('দাইমা', 'hindu', 'female', 1), ('জগত নাথ', 'hindu', 'male', 1), ('আচার্যি ঠাকুর', 'hindu', 'male', 1), ('বিভূতি', 'hindu', 'male', 1), ('শিব ঠাকুর', 'hindu', 'male', 5), ('বড়কাকি', 'hindu', 'female', 1), ('কুমশা', 'hindu', 'male', 1), ('হরে', 'hindu', 'male', 1), ('সন্ধ্যা', 'hindu', 'female', 5), ('রুমা', 'hindu', 'female', 1), ('লোকনাথ', 'hindu', 'male', 21), ('সর', 'hindu', 'male', 7), ('দাদা', 'hindu', 'male', 2), ('লক্ষীনাথ', 'hindu', 'male', 1)]"
bn,3wvSiXwHW1o,None,None,None, ,1705,638,926,507,None,None,None,[]
bn,4JST6XN934s,None,None,None,"[('বাবা', 'hindu', 'male'), ('বিবি', 'hindu', 'female'), ('ভাই', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('ছড়রাখম', 'hindu', 'male'), ('দিদিভাই', 'hindu', 'female')]",562,288,248,195,None,None,None,"[('বাবা', 'hindu', 'male', 1), ('বিবি', 'hindu', 'female', 1), ('ভাই', 'hindu', 'male', 2), ('মা', 'hindu', 'female', 26), ('ছড়রাখম', 'hindu', 'male', 1), ('দিদিভাই', 'hindu', 'female', 1)]"
bn,4frjmiM9tc0,None,None,দাস, ,1205,475,705,380,"[('দাস', 1)]",None,None,[]
bn,4nDy2O-PBLM,None,পতিতা,কালো,"[('বাবা', 'hindu', 'male'), ('অভিজিৎ', 'hindu', 'male'), ('কাকাবাবু', 'hindu', 'male'), ('দেব', 'hindu', 'male'), ('বাবলু', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('শিউলি', 'hindu', 'female'), ('অর্ণব', 'hindu', 'male'), ('বৌমা', 'hindu', 'female'), ('সমি', 'hindu', 'female'), ('ঠাকুর', 'hindu', 'male')]",1716,630,896,490,"[('কালো', 1)]","[('পতিতা', 1)]",None,"[('বাবা', 'hindu', 'male', 2), ('অভিজিৎ', 'hindu', 'male', 1), ('কাকাবাবু', 'hindu', 'male', 1), ('দেব', 'hindu', 'male', 6), ('বাবলু', 'hindu', 'male', 12), ('মা', 'hindu', 'female', 76), ('শিউলি', 'hindu', 'female', 8), ('অর্ণব', 'hindu', 'male', 2), ('বৌমা', 'hindu', 'female', 2), ('সমি', 'hindu', 'female', 4), ('ঠাকুর', 'hindu', 'male', 2)]"
bn,5gicvTrVryc,None,None,None,"[('বাবা', 'hindu', 'male'), ('কাকাবাবু', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('বাবলু', 'hindu', 'male'), ('শিউলি', 'hindu', 'female'), ('অভিজিত', 'hindu', 'male'), ('কাকিমা', 'hindu', 'female'), ('অর্ণব', 'hindu', 'male'), ('সুখেন', 'hindu', 'male'), ('বাসন্ত', 'hindu', 'male')]",1649,572,846,449,None,None,None,"[('বাবা', 'hindu', 'male', 7), ('কাকাবাবু', 'hindu', 'male', 8), ('মা', 'hindu', 'female', 111), ('বাবলু', 'hindu', 'male', 15), ('শিউলি', 'hindu', 'female', 15), ('অভিজিত', 'hindu', 'male', 1), ('কাকিমা', 'hindu', 'female', 1), ('অর্ণব', 'hindu', 'male', 3), ('সুখেন', 'hindu', 'male', 1), ('বাসন্ত', 'hindu', 'male', 3)]"
bn,6BQ9GaOFrxE,None,None,None,"[('দিদি', 'hindu', 'female'), ('জমিদার মশাই', 'hindu', 'male'), ('ছোটঠাকুর', 'hindu', 'male'), ('বটচার', 'hindu', 'male'), ('লোকনাথ', 'hindu', 'male'), ('বিভুতি মহাশাই', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('ছোটু', 'hindu', 'male'), ('ঠাকুর মশাই', 'hindu', 'male'), ('বামন ঠাকুর', 'hindu', 'male'), ('কেশব', 'hindu', 'male'), ('কেশবের মা', 'hindu', 'female'), ('মালতি', 'hindu', 'female')]",2360,818,1278,671,None,None,None,"[('দিদি', 'hindu', 'female', 13), ('জমিদার মশাই', 'hindu', 'male', 5), ('ছোটঠাকুর', 'hindu', 'male', 3), ('বটচার', 'hindu', 'male', 1), ('লোকনাথ', 'hindu', 'male', 23), ('বিভুতি মহাশাই', 'hindu', 'male', 1), ('মা', 'hindu', 'female', 170), ('ছোটু', 'hindu', 'male', 1), ('ঠাকুর মশাই', 'hindu', 'male', 1), ('বামন ঠাকুর', 'hindu', 'male', 1), ('কেশব', 'hindu', 'male', 3), ('কেশবের মা', 'hindu', 'female', 1), ('মালতি', 'hindu', 'female', 1)]"
bn,6wajLOkSHDg,None,None,None, ,175,125,85,73,None,None,None,[]
bn,7pysv5CA1TQ,None,None,None, ,2169,785,1219,649,None,None,None,[]
bn,89Z1mVn93O4,None,None,None,"[('ছোট বৌদি', 'hindu', 'female'), ('বাবা', 'hindu', 'male'), ('সিদ্ধার্থ বাবু', 'hindu', 'male'), ('দাদাভাই', 'hindu', 'male'), ('মিঠাই', 'hindu', 'female'), ('ছোট মামা', 'hindu', 'male'), ('দাদু', 'hindu', 'male'), ('শ্রী', 'hindu', 'male'), ('রাতুল', 'hindu', 'male'), ('উচসাবু', 'hindu', 'male'), ('নিপা', 'hindu', 'female')]",2001,783,1219,625,None,None,None,"[('ছোট বৌদি', 'hindu', 'female', 3), ('বাবা', 'hindu', 'male', 12), ('সিদ্ধার্থ বাবু', 'hindu', 'male', 1), ('দাদাভাই', 'hindu', 'male', 6), ('মিঠাই', 'hindu', 'female', 26), ('ছোট মামা', 'hindu', 'male', 1), ('দাদু', 'hindu', 'male', 5), ('শ্রী', 'hindu', 'male', 8), ('রাতুল', 'hindu', 'male', 2), ('উচসাবু', 'hindu', 'male', 1), ('নিপা', 'hindu', 'female', 3)]"
bn,89m4ErCBYvo,None,None,মারু ,"[('অক্ষয়', 'hindu', 'male'), ('নন্দ', 'hindu', 'male'), ('হনুমান', 'hindu', 'male'), ('বেদবতী', 'hindu', 'female'), ('রাবণ', 'hindu', 'male'), ('সুকেতু', 'hindu', 'male'), ('রাম', 'hindu', 'male'), ('তারকা', 'hindu', 'female'), ('কুশধ্বজ', 'hindu', 'male'), ('ঋষি অঙ্গিরা', 'hindu', 'male'), ('লক্ষ্মণ', 'hindu', 'male'), ('সীতা', 'hindu', 'female')]",1679,673,934,557,"[('মারু', 2)]",None,None,"[('অক্ষয়', 'hindu', 'male', 5), ('নন্দ', 'hindu', 'male', 1), ('হনুমান', 'hindu', 'male', 8), ('বেদবতী', 'hindu', 'female', 1), ('রাবণ', 'hindu', 'male', 1), ('সুকেতু', 'hindu', 'male', 1), ('রাম', 'hindu', 'male', 3), ('তারকা', 'hindu', 'female', 2), ('কুশধ্বজ', 'hindu', 'male', 1), ('ঋষি অঙ্গিরা', 'hindu', 'male', 4), ('লক্ষ্মণ', 'hindu', 'male', 1), ('সীতা', 'hindu', 'female', 1)]"
bn,8PfaKu2uzu0,None,None,None,"[('তুমি', 'hindu', 'female'), ('আল্লাহ', 'muslim', 'male'), ('আমি', 'hindu', 'male'), ('নিশা', 'hindu', 'female')]",246,130,95,77,None,None,None,"[('তুমি', 'hindu', 'female', 8), ('আল্লাহ', 'muslim', 'male', 1), ('আমি', 'hindu', 'male', 5), ('নিশা', 'hindu', 'female', 1)]"
bn,8V-mhzGr8rA,None,None,চাকর,"[('বাবা', 'hindu', 'male'), ('মন্দাসা', 'hindu', 'female'), ('মোসম ফেরুক', 'muslim', 'male'), ('মা', 'hindu', 'female'), ('রানু', 'hindu', 'female'), ('ছোট দাদুভাই', 'hindu', 'male'), ('ধ্রুব', 'hindu', 'male'), ('গারুবা', 'hindu', 'female'), ('রিমঝিম', 'hindu', 'female')]",1662,703,919,571,"[('চাকর', 7)]",None,None,"[('বাবা', 'hindu', 'male', 14), ('মন্দাসা', 'hindu', 'female', 1), ('মোসম ফেরুক', 'muslim', 'male', 1), ('মা', 'hindu', 'female', 75), ('রানু', 'hindu', 'female', 7), ('ছোট দাদুভাই', 'hindu', 'male', 1), ('ধ্রুব', 'hindu', 'male', 3), ('গারুবা', 'hindu', 'female', 1), ('রিমঝিম', 'hindu', 'female', 1)]"
bn,9bt8hCr_ssU,None,None,None,"[('বাবা', 'hindu', 'male'), ('রাজ', 'hindu', 'male'), ('বেবি', 'christian', 'female'), ('শংকর', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('রবি', 'hindu', 'male'), ('লক্ষী', 'hindu', 'female'), ('দাদা', 'hindu', 'male'), ('কমলা', 'hindu', 'female'), ('এমডি', 'hindu', 'male'), ('ভাগ্যলক্ষী', 'hindu', 'female'), ('বৌদি', 'hindu', 'female'), ('মিনু', 'hindu', 'female')]",3137,1093,1922,930,None,None,None,"[('বাবা', 'hindu', 'male', 9), ('রাজ', 'hindu', 'male', 2), ('বেবি', 'christian', 'female', 1), ('শংকর', 'hindu', 'male', 1), ('মা', 'hindu', 'female', 189), ('রবি', 'hindu', 'male', 3), ('লক্ষী', 'hindu', 'female', 8), ('দাদা', 'hindu', 'male', 15), ('কমলা', 'hindu', 'female', 2), ('এমডি', 'hindu', 'male', 2), ('ভাগ্যলক্ষী', 'hindu', 'female', 2), ('বৌদি', 'hindu', 'female', 14), ('মিনু', 'hindu', 'female', 3)]"
bn,ADS4Gg5k5hs,None,None,None,"[('বাবা', 'hindu', 'male'), ('ছোট দাদা', 'hindu', 'male'), ('দিদি', 'hindu', 'female'), ('মা', 'hindu', 'female'), ('বাণী', 'hindu', 'female')]",1804,648,999,530,None,None,None,"[('বাবা', 'hindu', 'male', 16), ('ছোট দাদা', 'hindu', 'male', 4), ('দিদি', 'hindu', 'female', 3), ('মা', 'hindu', 'female', 51), ('বাণী', 'hindu', 'female', 13)]"
bn,AVp_1TvR9Ek,None,None,None,"[('বাবা', 'hindu', 'male'), ('অপু', 'hindu', 'male'), ('মা', 'hindu', 'female'), ('রুবিনা মালিক', 'hindu', 'female'), ('সুপুরা', 'hindu', 'male'), ('মিসেস অপর্ণা মুখার্জি', 'hindu', 'female'), ('দীপু', 'hindu', 'male'), ('মেজ ঠাকুরপো', 'hindu', 'male'), ('বড় বৌদি', 'hindu', 'female'), ('সেজ বৌদি', 'hindu', 'female'), ('সানি', 'hindu', 'male'), ('মিসেস গোমস', 'hindu', 'female')]",1885,681,1014,548,None,None,None,"[('বাবা', 'hindu', 'male', 7), ('অপু', 'hindu', 'male', 3), ('মা', 'hindu', 'female', 111), ('রুবিনা মালিক', 'hindu', 'female', 2), ('সুপুরা', 'hindu', 'male', 1), ('মিসেস অপর্ণা মুখার্জি', 'hindu', 'female', 1), ('দীপু', 'hindu', 'male', 1), ('মেজ ঠাকুরপো', 'hindu', 'male', 1), ('বড় বৌদি', 'hindu', 'female', 2), ('সেজ বৌদি', 'hindu', 'female', 2), ('সানি', 'hindu', 'male', 14), ('মিসেস গোমস', 'hindu', 'female', 2)]"
bn,A_xSqKBS4GQ,None,None,None,"[('তু', 'hindu', 'male'), ('করমার', 'hindu', 'male'), ('মারজি', 'hindu', 'female'), ('মেয়েটা', 'hindu', 'female'), ('দিদি', 'hindu', 'female'), ('চাব', 'hindu', 'male'), ('টা', 'hindu', 'male'), ('টশন', 'hindu', 'male'), ('অব', 'hindu', 'male'), ('সে', 'hindu', 'male'), ('জের', 'hindu', 'male'), ('নিসুন্দর আকাশ', 'hindu', 'male'), ('জ', 'hindu', 'male'), ('ছি', 'hindu', 'male'), ('লে কজ', 'christian', 'male'), ('আপনি', 'hindu', 'male'), ('ঙ্গ', 'hindu', 'male'), ('আকে', 'hindu', 'male')]",185,117,73,70,None,None,None,"[('তু', 'hindu', 'male', 4), ('করমার', 'hindu', 'male', 1), ('মারজি', 'hindu', 'female', 1), ('মেয়েটা', 'hindu', 'female', 2), ('দিদি', 'hindu', 'female', 1), ('চাব', 'hindu', 'male', 1), ('টা', 'hindu', 'male', 9), ('টশন', 'hindu', 'male', 1), ('অব', 'hindu', 'male', 1), ('সে', 'hindu', 'male', 2), ('জের', 'hindu', 'male', 1), ('নিসুন্দর আকাশ', 'hindu', 'male', 1), ('জ', 'hindu', 'male', 10), ('ছি', 'hindu', 'male', 5), ('লে কজ', 'christian', 'male', 1), ('আপনি', 'hindu', 'male', 4), ('ঙ্গ', 'hindu', 'male', 2), ('আকে', 'hindu', 'male', 1)]"
bn,AiKQ72vPaGc,None,None,কালো,"[('বাবা', 'hindu', 'male'), ('দাদাভাই', 'hindu', 'male'), ('অনন্যা', 'hindu', 'female'), ('মা', 'hindu', 'female'), ('অর্ঘ', 'hindu', 'male'), ('অভিমন্যু', 'hindu', 'male'), ('মেচকা', 'hindu', 'male'), ('ডাক্তার', 'hindu', 'male'), ('নার্স', 'hindu', 'male'), ('ছোটকা', 'hindu', 'male'), ('স্ত্রী', 'hindu', 'female')]",2287,779,1268,650,"[('কালো', 1)]",None,None,"[('বাবা', 'hindu', 'male', 21), ('দাদাভাই', 'hindu', 'male', 6), ('অনন্যা', 'hindu', 'female', 7), ('মা', 'hindu', 'female', 143), ('অর্ঘ', 'hindu', 'male', 1), ('অভিমন্যু', 'hindu', 'male', 8), ('মেচকা', 'hindu', 'male', 2), ('ডাক্তার', 'hindu', 'male', 6), ('নার্স', 'hindu', 'male', 1), ('ছোটকা', 'hindu', 'male', 1), ('স্ত্রী', 'hindu', 'female', 4)]"
