video_key,video_id,program,year,lang,genre,channel,ats,rating,reach,male_faces,female_faces,young_faces,adult_faces,middle_aged_faces,old_faces,light_faces,medium_faces,dark_faces,faces
152,Tel_203,KARTHIKA DEEPAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84375,11.78,18.17,6033,10154,549,11145,4491,2,7309,8845,33,16187
153,Tel_204,KARTHIKA DEEPAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84375,11.78,18.17,5846,11529,174,15485,1716,0,8504,8626,245,17375
154,Tel_205,KARTHIKA DEEPAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84375,11.78,18.17,5028,10548,574,11681,3321,0,5437,9984,155,15576
155,Tel_206,DEVATHA - Anubandhala alayam,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84069312465064,9.59,14.78,5548,13332,1265,14553,3056,6,13399,5109,372,18880
156,Tel_207,DEVATHA - Anubandhala alayam,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84069312465064,9.59,14.78,1254,14590,725,12318,2801,0,10150,5205,489,15844
157,Tel_208,DEVATHA - Anubandhala alayam,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84069312465064,9.59,14.78,7377,12914,1393,14070,4828,0,13575,6681,35,20291
158,Tel_209,DEVATHA - Anubandhala alayam,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84069312465064,9.59,14.78,4695,9037,1335,9901,2496,0,7042,6456,234,13732
159,Tel_210,DEVATHA - Anubandhala alayam,2022,TELUGU,DRAMA/SOAP,STAR Maa,64.84069312465064,9.59,14.78,4920,10940,2147,9577,4136,0,9101,6618,141,15860
160,Tel_216,KRISHNA MUKUNDA MURARI,2022,TELUGU,DRAMA/SOAP,STAR Maa,51.07238605898123,6.01,11.77,6346,18835,266,22541,2374,0,16734,8380,67,25181
161,Tel_217,KRISHNA MUKUNDA MURARI,2022,TELUGU,DRAMA/SOAP,STAR Maa,51.07238605898123,6.01,11.77,7774,8731,46,16289,170,0,11529,4822,154,16505
162,Tel_218,KRISHNA MUKUNDA MURARI,2022,TELUGU,DRAMA/SOAP,STAR Maa,51.07238605898123,6.01,11.77,8195,13995,396,20381,1411,2,17690,4453,47,22190
163,Tel_219,KRISHNA MUKUNDA MURARI,2022,TELUGU,DRAMA/SOAP,STAR Maa,51.07238605898123,6.01,11.77,8399,16045,571,21402,2471,0,18739,5644,61,24444
164,Tel_220,KRISHNA MUKUNDA MURARI,2022,TELUGU,DRAMA/SOAP,STAR Maa,51.07238605898123,6.01,11.77,13670,18648,371,28111,3836,0,26728,5278,312,32318
165,Tel_221,INTIKI DEEPAM ILLALU,2022,TELUGU,DRAMA/SOAP,STAR Maa,57.04070407040704,5.85,10.25,4376,12148,253,16223,48,0,9960,6295,269,16524
166,Tel_222,INTIKI DEEPAM ILLALU,2022,TELUGU,DRAMA/SOAP,STAR Maa,57.04070407040704,5.85,10.25,5530,13300,308,18192,270,60,12598,6076,156,18830
167,Tel_223,INTIKI DEEPAM ILLALU,2022,TELUGU,DRAMA/SOAP,STAR Maa,57.04070407040704,5.85,10.25,5692,14491,139,19872,172,0,13647,6440,96,20183
168,Tel_224,INTIKI DEEPAM ILLALU,2022,TELUGU,DRAMA/SOAP,STAR Maa,57.04070407040704,5.85,10.25,6247,14161,156,18679,1572,1,12217,8086,105,20408
169,Tel_225,INTIKI DEEPAM ILLALU,2022,TELUGU,DRAMA/SOAP,STAR Maa,57.04070407040704,5.85,10.25,3399,17433,41,19485,1306,0,14859,5955,18,20832
170,Tel_231,CHELLELI KAPURAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,52.00880572372042,5.68,10.92,13628,13692,515,21125,5660,20,23884,3062,374,27320
171,Tel_232,CHELLELI KAPURAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,52.00880572372042,5.68,10.92,6789,11122,297,15740,1824,50,13148,4450,313,17911
172,Tel_233,CHELLELI KAPURAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,52.00880572372042,5.68,10.92,5809,11127,347,13748,2841,0,10744,6156,36,16936
173,Tel_234,CHELLELI KAPURAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,52.00880572372042,5.68,10.92,7571,8293,108,10678,5077,1,13369,2381,114,15864
174,Tel_235,CHELLELI KAPURAM,2022,TELUGU,DRAMA/SOAP,STAR Maa,52.00880572372042,5.68,10.92,7939,12633,177,18240,2155,0,16300,4028,244,20572
175,Tel_236,INTINTI GRUHALAKSHMI,2022,TELUGU,DRAMA/SOAP,STAR Maa,60.89223638470452,5.33,8.76,10535,14288,487,20756,2776,804,17362,7310,151,24823
176,Tel_237,INTINTI GRUHALAKSHMI,2022,TELUGU,DRAMA/SOAP,STAR Maa,60.89223638470452,5.33,8.76,12676,10481,411,18323,3991,432,15663,7419,75,23157
177,Tel_238,INTINTI GRUHALAKSHMI,2022,TELUGU,DRAMA/SOAP,STAR Maa,60.89223638470452,5.33,8.76,16784,14922,677,26863,4166,0,23586,7327,793,31706
178,Tel_239,INTINTI GRUHALAKSHMI,2022,TELUGU,DRAMA/SOAP,STAR Maa,60.89223638470452,5.33,8.76,16784,14922,677,26863,4166,0,23586,7327,793,31706
179,Tel_240,INTINTI GRUHALAKSHMI,2022,TELUGU,DRAMA/SOAP,STAR Maa,60.89223638470452,5.33,8.76,11807,13936,566,19973,4350,854,18056,7364,323,25743
180,Tel_241,GUPPEDANTHA MANASU,2022,TELUGU,DRAMA/SOAP,STAR Maa,62.78787878787879,5.22,8.32,7412,9624,391,13006,3639,0,10288,6055,693,17036
181,Tel_242,GUPPEDANTHA MANASU,2022,TELUGU,DRAMA/SOAP,STAR Maa,62.78787878787879,5.22,8.32,9261,7230,67,13290,3134,0,8917,7132,442,16491
182,Tel_243,GUPPEDANTHA MANASU,2022,TELUGU,DRAMA/SOAP,STAR Maa,62.78787878787879,5.22,8.32,5375,9632,64,12002,2941,0,6141,8482,384,15007
183,Tel_244,GUPPEDANTHA MANASU,2022,TELUGU,DRAMA/SOAP,STAR Maa,62.78787878787879,5.22,8.32,7682,6942,67,12575,1982,0,4704,9576,344,14624
184,Tel_245,GUPPEDANTHA MANASU,2022,TELUGU,DRAMA/SOAP,STAR Maa,62.78787878787879,5.22,8.32,6291,8499,120,11929,2741,0,7236,7407,147,14790
185,8V-mhzGr8rA,RANU PELO LOTTERY,2018,BENGALI,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,9691,7470,195,13900,2655,411,13685,3314,162,17161
186,sR0g8hDld8I,RANU PELO LOTTERY,2018,BENGALI,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,5318,7742,514,10345,1590,611,9403,3072,585,13060
187,oXdB7Otc6Lo,RANU PELO LOTTERY,2018,BENGALI,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,8462,10474,643,10334,7027,932,15592,3231,113,18936
188,RMmSjFxOPKY,RANU PELO LOTTERY,2018,BENGALI,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,7790,11825,280,12029,6146,1160,15402,4130,83,19615
189,zZ46moWsngI,RANU PELO LOTTERY,2018,BENGALI,DRAMA/SOAP,Zee Bangla,61.68795113825652,4.45,7.22,8627,12797,1021,13297,5884,1222,15377,5429,618,21424
190,idb2-OGdIMc,JOY BABA LOKENATH,2018,BENGALI,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,10835,11690,7478,11828,3219,0,18831,2723,971,22525
191,-Y9oaa82Vxw,JOY BABA LOKENATH,2018,BENGALI,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,10291,3176,3532,5819,3672,444,8449,4013,1005,13467
192,WcIdCIuY6CA,JOY BABA LOKENATH,2018,BENGALI,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,11904,6866,5369,8240,5161,0,17172,1313,285,18770
193,2wmk2N9xzrY,JOY BABA LOKENATH,2018,BENGALI,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,8525,8571,5308,6663,5125,0,14850,2216,30,17096
194,6BQ9GaOFrxE,JOY BABA LOKENATH,2018,BENGALI,DRAMA/SOAP,Zee Bangla,48.15229563269877,3.93,8.17,11569,12487,5589,13479,4465,523,21753,2291,12,24056
195,qSLn7lrTZlU,KRISHNAKOLI,2018,BENGALI,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,15575,16425,911,22116,8973,0,28430,3334,236,32000
196,sfOoym3tv6s,KRISHNAKOLI,2018,BENGALI,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,13793,15297,1402,20316,7300,72,24911,3961,218,29090
197,7pysv5CA1TQ,KRISHNAKOLI,2018,BENGALI,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,5760,10138,131,14378,1389,0,10583,5285,30,15898
198,CK3liFrE20I,KRISHNAKOLI,2018,BENGALI,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,1793,11835,91,13076,461,0,9737,3891,0,13628
199,mwKsQ6ku1X0,KRISHNAKOLI,2018,BENGALI,DRAMA/SOAP,Zee Bangla,56.921373200442964,3.42,6.01,3840,12802,143,14413,2086,0,13232,3410,0,16642
200,kVhc1bXDE4o,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,14589,7181,919,17564,2770,517,19468,1409,893,21770
201,fiwicS1JUXM,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,13613,12403,1086,20164,4329,437,24142,1536,338,26016
202,XPbAQTzZ5CY,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,20560,7477,398,24109,3530,0,22010,3095,2932,28037
203,B2fL_gfuIQw,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,10110,11490,215,16336,4669,380,20646,894,60,21600
204,R4CmezdTtn4,BOKUL KOTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,52.57332595462092,3.22,6.13,11833,11679,1090,17638,4522,262,21805,1700,7,23512
205,xM8RIUzLFYE,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,2553,9638,397,9276,2518,0,9867,2264,60,12191
206,_K4T8YOvdzg,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,4125,6900,53,6267,2761,1944,7984,2919,122,11025
207,AiKQ72vPaGc,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,5673,6765,145,7099,2830,2364,8969,3070,399,12438
208,igjSSJzjDG8,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,3550,7901,803,7600,1835,1213,7829,3554,68,11451
209,1E5RgstZOYo,ANDARMAHAL,2018,BENGALI,DRAMA/SOAP,Zee Bangla,41.448467966573816,2.26,5.46,3736,8365,501,7253,3089,1258,9341,2637,123,12101
210,IELx289lOw0,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5007,13108,891,16687,537,0,14327,3727,61,18115
211,V407cfvJKSU,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5816,7687,10,10226,1697,1570,9737,2826,940,13503
212,EZ72Rw8wI5c,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,3881,8603,21,7860,2514,2089,7885,3976,623,12484
213,FfaXCB3ERNM,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,5728,9595,165,8984,4283,1891,7335,7045,943,15323
214,TuUlRpABlko,NAKSHI KANTHA,2018,BENGALI,DRAMA/SOAP,Zee Bangla,54.65768799102133,2.25,4.12,4840,8967,10,12801,792,204,9618,4139,50,13807
215,cXGvTVTs3NE,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7946,14014,1162,16950,3848,0,20009,1941,10,21960
216,FvdH3QNE-9s,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,17351,13201,902,18711,10919,20,25954,4511,87,30552
217,SQ2VT0ZyKWk,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7799,11727,341,12214,6971,0,17038,2355,133,19526
218,2g9Yx4Niz8s,ALO CHHAYA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.80435997764114,3.15,6.32,7101,15839,600,15791,6539,10,21586,1354,0,22940
219,3wvSiXwHW1o,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,10451,10186,126,17890,2085,536,18396,2241,0,20637
220,mjuAgQ_lo9Q,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,8526,7295,93,11829,3582,317,14025,1796,0,15821
221,eYRy1CaTGog,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,6203,12419,116,14669,2744,1093,15567,3045,10,18622
222,0qUmRtgLuPY,TRINAYANI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,57.86548082267927,2.86,4.94,5019,9518,10,11034,2265,1228,10660,3877,0,14537
223,ZT0lixwWQxY,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11900,9985,1098,19022,1765,0,20078,1148,659,21885
224,apAz19j4n-Y,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11025,6906,515,14980,2296,140,15040,596,2295,17931
225,c08pjJzyne4,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,12390,12987,185,22032,2877,283,23972,1033,372,25377
226,daeX84ekv8Y,BOKUL KOTHA,2019,BENGALI,DRAMA/SOAP,Zee Bangla,54.54035874439462,2.66,4.88,11267,13775,2504,20286,2212,40,24416,626,0,25042
227,LTWGZDg6kYc,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,8011,16172,683,21301,2129,70,22841,1217,125,24183
228,VN4wEn-LS0o,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,4520,10374,564,14087,243,0,13918,926,50,14894
229,fm2ZOgj8_1I,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,6616,16044,245,20608,1807,0,20815,1659,186,22660
230,Ep_xOnqMSAU,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,5385,15477,743,18132,1987,0,20215,575,72,20862
231,raAiR5do5iQ,KI KORE BOLBO TOMAY,2019,BENGALI,DRAMA/SOAP,Zee Bangla,52.02440377149196,2.16,4.15,3872,12607,676,14238,1565,0,15812,647,20,16479
232,f6dplZLoW5s,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,21298,9854,494,26604,4054,0,28083,3009,60,31152
233,LiR5UnScjGI,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,12291,9443,529,16149,5024,32,19767,1714,253,21734
234,ADS4Gg5k5hs,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,7980,10118,443,15451,2204,0,15774,2055,269,18098
235,rea3THkw2wM,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,7741,12491,1181,17432,1619,0,18844,1378,10,20232
236,iOTm9IzrcW4,NETAJI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,49.29893438025799,2.1,4.26,10163,10668,657,16591,3583,0,18597,1511,723,20831
237,RXA1uZIu5wE,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,11604,9839,976,15058,5409,0,16837,4564,42,21443
238,yXjlgcafCCY,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,4206,9534,666,10304,2760,10,9816,3420,504,13740
239,2KUioip1wZ8,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,10804,14176,291,18245,6368,76,16865,7640,475,24980
240,GZScebuMuMc,KRISHNAKOLI,2019,BENGALI,DRAMA/SOAP,Zee Bangla,56.30530973451327,2.09,3.72,12197,15949,586,21163,6243,154,19666,8050,430,28146
241,pReqGfwH1T0,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,7973,12645,1503,17650,1465,0,20192,417,9,20618
242,nbkRBD4WWtU,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,9344,12002,443,20315,588,0,21050,282,14,21346
243,NrnQqwyrGbg,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,3215,9491,774,11882,50,0,12179,490,37,12706
244,m_EXsn5hj0g,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,3948,10460,1372,12634,402,0,14203,183,22,14408
245,29yQ0kobcOM,NOJOR,2019,BENGALI,DRAMA/SOAP,STAR Jalsha,40.038967364831954,1.93,4.82,15443,16806,1623,28020,2606,0,31666,580,3,32249
246,dwSyH_rpv90,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,8201,17774,564,19532,5869,10,22599,3067,309,25975
247,gq5A3D8xENY,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,5891,10880,122,15202,1447,0,13575,3064,132,16771
248,u6twuaZZEjo,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,4601,18127,701,18944,3083,0,17991,4317,420,22728
249,GMyQwVtADqo,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,6150,11079,272,12385,4446,126,11666,4351,1212,17229
250,MRBmqRz6WEM,APARAJITA APU,2020,BENGALI,DRAMA/SOAP,Zee Bangla,55.37694013303769,4.32,7.8,7348,9557,288,12347,4270,0,11776,2192,2937,16905
251,npSAcMEh9lU,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,9514,6834,201,12387,3760,0,11397,4736,215,16348
252,v76I4O830Ww,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,7256,11916,578,15476,3118,0,16113,2926,133,19172
253,1D1zfJhAA5g,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,7283,9971,347,14414,2493,0,15453,1741,60,17254
254,PiC5XMm6ud0,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,8799,9202,111,14135,2243,1512,15349,2561,91,18001
255,YLpMvMolleI,JIBON SATHI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,50.55309734513274,3.45,6.82,8174,8247,563,11608,4177,73,11720,4471,230,16421
256,vZrLHN2irtI,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,8594,13277,223,16644,4402,602,16709,5028,134,21871
257,KXcvEXMRs7c,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,8742,12928,246,18691,2526,207,18159,3268,243,21670
258,Hq0MTjIYq-U,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,12393,13488,549,18325,6975,32,18508,4183,3190,25881
259,q2ibspCldPs,BAGH BANDI KHELA,2020,BENGALI,DRAMA/SOAP,Zee Bangla,43.98273070696168,3.37,7.66,5467,6989,112,9340,2922,82,8561,3793,102,12456
260,X5izMrSxq0U,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,7504,14595,314,15573,6202,10,16437,5020,642,22099
261,qJiBjImOtHo,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,11620,9660,221,13776,7258,25,18023,3099,158,21280
262,erA50W225Ns,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,22811,12776,722,26558,8240,67,30403,4357,827,35587
263,zvCBcLdoops,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,13929,10283,380,15035,8619,178,19545,4378,289,24212
264,GviMn1mymvI,KHELAGHOR,2020,BENGALI,DRAMA/SOAP,STAR Jalsha,58.5650723025584,3.09,5.28,11790,8632,150,13969,6303,0,16243,4117,62,20422
265,lEi-rI8xVNc,JAMUNA DHAKI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57,8376,8160,83,10935,4535,983,13080,2600,856,16536
266,x0VUOu_kOfw,JAMUNA DHAKI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57,7675,7157,89,10330,4137,276,13091,1617,124,14832
267,ap1rnBC_O9k,JAMUNA DHAKI,2020,BENGALI,DRAMA/SOAP,Zee Bangla,54.619883040935676,3.04,5.57,9827,13805,253,15130,7076,1173,20246,3222,164,23632
268,HvDAXCvkZC8,KORI KHELA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,38.38297872340426,4.56,11.87,13616,19476,9761,21649,1682,0,28681,4242,169,33092
269,MSh8jPAfIls,KORI KHELA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,38.38297872340426,4.56,11.87,9357,19669,2390,22782,3854,0,24471,4445,110,29026
270,Q7gbiUApv7Y,KORI KHELA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,38.38297872340426,4.56,11.87,2547,2232,0,4551,228,0,4568,211,0,4779
271,YwpeslQe8aM,KORI KHELA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,38.38297872340426,4.56,11.87,9646,24309,7361,22189,4395,10,32586,1309,60,33955
272,AVp_1TvR9Ek,APARAJITA APU (-MAHAPARVA),2021,BENGALI,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,1420,12244,627,12175,862,0,8990,3280,1394,13664
273,Q50iolPT-Uk,APARAJITA APU (-MAHAPARVA),2021,BENGALI,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,7099,10962,299,14506,3256,0,15316,2208,537,18061
274,u09QkXNuxJg,APARAJITA APU (-MAHAPARVA),2021,BENGALI,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,4181,13713,521,15514,1849,10,16526,1220,148,17894
275,ErKPJv_M1vw,APARAJITA APU (-MAHAPARVA),2021,BENGALI,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,6576,9723,70,14429,1770,30,15103,1196,0,16299
276,DPJVARz2Uss,APARAJITA APU (-MAHAPARVA),2021,BENGALI,DRAMA/SOAP,Zee Bangla,47.43801652892562,4.24,8.93,8794,19080,1214,25201,1459,0,26535,1249,90,27874
277,89Z1mVn93O4,MITHAI,2021,BENGALI,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,22621,31416,2157,40234,9968,1678,53744,233,60,54037
278,rf7zWDC8-rc,MITHAI,2021,BENGALI,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,18676,7410,419,20099,3427,2141,25530,429,127,26086
279,WpHRtzjl4k0,MITHAI,2021,BENGALI,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,18072,13816,870,25491,4532,995,31631,217,40,31888
280,vDmNmxvuOnQ,MITHAI,2021,BENGALI,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,20740,23311,499,39631,3431,490,43971,80,0,44051
281,Db261uFcGIw,MITHAI,2021,BENGALI,DRAMA/SOAP,Zee Bangla,61.256830601092894,4.04,6.59,18177,20842,1703,35392,1924,0,37546,1409,64,39019
282,0B1QD63DzOc,KHUKUMONI HOME DELIVERY,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,4414,9788,110,9792,593,3707,7931,6243,28,14202
283,pCPJ77r6NNE,KHUKUMONI HOME DELIVERY,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,2023,12598,182,11279,1168,1992,7994,6474,153,14621
284,B4IYPSdY5og,KHUKUMONI HOME DELIVERY,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,4668,11193,112,12791,2512,446,10285,4817,759,15861
285,_RaehhKfcLQ,KHUKUMONI HOME DELIVERY,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,2887,12355,83,12159,959,2041,10223,4924,95,15242
286,j_tzxrX5oLY,KHUKUMONI HOME DELIVERY,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,62.888888888888886,3.97,6.31,5081,10700,318,11505,739,3219,11792,3969,20,15781
287,kM32I6lyMjo,SARBOJAYA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,9994,8213,99,9089,8929,90,16248,1929,30,18207
288,Ef8_OMRqKLA,SARBOJAYA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,6033,11861,228,10487,6862,317,14073,3762,59,17894
289,m6K3v9nT09o,SARBOJAYA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,6997,11919,130,8269,10091,426,15194,3494,228,18916
290,Y1uycTCBsTY,SARBOJAYA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,8594,9237,10,11776,5758,287,12948,4803,80,17831
291,VpMdLf_QsN8,SARBOJAYA,2021,BENGALI,DRAMA/SOAP,Zee Bangla,57.61478163493841,3.81,6.6,11896,7203,249,14593,4257,0,14669,3304,1126,19099
292,FEkBIOE80OI,RANGIYE DIYE JAO,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,13091,12158,796,18585,5679,189,22631,2500,118,25249
293,5gicvTrVryc,RANGIYE DIYE JAO,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,4525,10618,1065,10723,3348,7,14498,615,30,15143
294,nQwoUp99-hg,RANGIYE DIYE JAO,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,9680,6901,839,12761,2981,0,13678,2883,20,16581
295,4nDy2O-PBLM,RANGIYE DIYE JAO,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,5621,9604,846,11691,2684,4,14924,289,12,15225
296,YjiDED1lLP8,RANGIYE DIYE JAO,2021,BENGALI,DRAMA/SOAP,STAR Jalsha,31.237830319888733,3.69,11.77,4619,8866,1526,10719,1238,2,13150,302,33,13485
