Language,Video ID,Controversial Topics (LLM),Derogatory Words (LLM),Derogatory Words (dictionary),Person names,Transcript word count,Transcript unique word count,Transcript non-stopword count,Transcript unique non-stop word count,Derogatory words (dictionary) word count,Derogatory words (LLM) word count,Controversial topics (LLM) word count,Person names word count
ta,IQqurNtvI10,None,None,நொண்டி ,"[('வாலிக்கண்ணன்', 'hindu', 'male'), ('அம்மா', 'hindu', 'female'), ('சசிமல்லி', 'hindu', 'female'), ('சந்தரம்மா', 'hindu', 'female'), ('சந்திரா', 'hindu', 'female'), ('மோனி', 'hindu', 'male'), ('ராகவா', 'hindu', 'male'), ('అంజలి', 'hindu', 'female')]",1031,742,686,595,"[('நொண்டி', 1)]",None,None,"[('வாலிக்கண்ணன்', 'hindu', 'male', 1), ('அம்மா', 'hindu', 'female', 13), ('சசிமல்லி', 'hindu', 'female', 1), ('சந்தரம்மா', 'hindu', 'female', 1), ('சந்திரா', 'hindu', 'female', 1), ('மோனி', 'hindu', 'male', 1), ('ராகவா', 'hindu', 'male', 1), ('అంజలి', 'hindu', 'female', 1)]"
ta,IrLfD3H2koY,None,None,None,"[('அம்மா', 'hindu', 'female'), ('ரவி', 'hindu', 'male'), ('மகாபலி', 'hindu', 'male'), ('அண்ணன்', 'hindu', 'male'), ('காவியா', 'hindu', 'female'), ('சுதா', 'hindu', 'female'), ('திருநா', 'hindu', 'male'), ('லூசா', 'hindu', 'female'), ('மாமா', 'hindu', 'male')]",986,594,699,520,None,None,None,"[('அம்மா', 'hindu', 'female', 8), ('ரவி', 'hindu', 'male', 4), ('மகாபலி', 'hindu', 'male', 1), ('அண்ணன்', 'hindu', 'male', 1), ('காவியா', 'hindu', 'female', 1), ('சுதா', 'hindu', 'female', 5), ('திருநா', 'hindu', 'male', 2), ('லூசா', 'hindu', 'female', 2), ('மாமா', 'hindu', 'male', 12)]"
ta,J-7pzsNtQkE,None,None,None,"[('சரிகம கார்வா', 'hindu', 'male'), ('டாக்டர்', 'hindu', 'male'), ('மாணிக்க மாமா', 'hindu', 'male'), ('சாட்சி', 'hindu', 'male'), ('ரோஜா', 'hindu', 'female'), ('அஷ்வின்', 'hindu', 'male'), ('அனு', 'hindu', 'female'), ('அர்ஜுன்', 'hindu', 'male'), ('பாட்டி', 'hindu', 'female'), ('நவீன்', 'hindu', 'male'), ('செண்பகம்', 'hindu', 'female'), ('ஜேஎஸ்', 'hindu', 'male'), ('ஹேமா', 'hindu', 'female'), ('முருகன்', 'hindu', 'male')]",1702,970,1225,860,None,None,None,"[('சரிகம கார்வா', 'hindu', 'male', 1), ('டாக்டர்', 'hindu', 'male', 1), ('மாணிக்க மாமா', 'hindu', 'male', 1), ('சாட்சி', 'hindu', 'male', 4), ('ரோஜா', 'hindu', 'female', 16), ('அஷ்வின்', 'hindu', 'male', 1), ('அனு', 'hindu', 'female', 12), ('அர்ஜுன்', 'hindu', 'male', 4), ('பாட்டி', 'hindu', 'female', 4), ('நவீன்', 'hindu', 'male', 2), ('செண்பகம்', 'hindu', 'female', 4), ('ஜேஎஸ்', 'hindu', 'male', 1), ('ஹேமா', 'hindu', 'female', 1), ('முருகன்', 'hindu', 'male', 1)]"
ta,JLyY1OnMprs,None,None,None,"[('பழனி', 'hindu', 'male'), ('வள்ளியம்மா', 'hindu', 'female'), ('கற்பகம்', 'hindu', 'female'), ('சக்தி', 'hindu', 'male'), ('மல்லிகா', 'hindu', 'female')]",1793,975,1286,867,None,None,None,"[('பழனி', 'hindu', 'male', 5), ('வள்ளியம்மா', 'hindu', 'female', 1), ('கற்பகம்', 'hindu', 'female', 3), ('சக்தி', 'hindu', 'male', 3), ('மல்லிகா', 'hindu', 'female', 3)]"
ta,JN5TT43MD4c,None,None,None,"[('ஹவுஸ் ஓனர்', 'hindu', 'male'), ('மீரா', 'hindu', 'female'), ('ரேனு', 'hindu', 'female'), ('கௌசல்யா அம்மா', 'hindu', 'female'), ('அண்ணி', 'hindu', 'female'), ('சாட்சி', 'hindu', 'male'), ('இன்ஸ்பெக்டர்', 'hindu', 'male'), ('கௌதம்', 'hindu', 'male'), ('சூநில்', 'hindu', 'male'), ('யமுனா ஆன்டி', 'hindu', 'female')]",1330,787,962,697,None,None,None,"[('ஹவுஸ் ஓனர்', 'hindu', 'male', 2), ('மீரா', 'hindu', 'female', 9), ('ரேனு', 'hindu', 'female', 1), ('கௌசல்யா அம்மா', 'hindu', 'female', 2), ('அண்ணி', 'hindu', 'female', 1), ('சாட்சி', 'hindu', 'male', 3), ('இன்ஸ்பெக்டர்', 'hindu', 'male', 2), ('கௌதம்', 'hindu', 'male', 2), ('சூநில்', 'hindu', 'male', 1), ('யமுனா ஆன்டி', 'hindu', 'female', 1)]"
ta,JNV_A84lREk,None,None,None,"[('சமந்தி', 'hindu', 'female'), ('கண்ணம்மா', 'hindu', 'female'), ('கதிர்', 'hindu', 'male'), ('ரத்தினசாமி', 'hindu', 'male'), ('ஜெயத்தி', 'hindu', 'male'), ('மகேஸ்வரி', 'hindu', 'female'), ('அப்பா', 'hindu', 'male'), ('தம்பி', 'hindu', 'male'), ('பூவரசி', 'hindu', 'female'), ('சண்முகம்', 'hindu', 'male'), ('மாமா', 'hindu', 'male')]",1473,803,1007,711,None,None,None,"[('சமந்தி', 'hindu', 'female', 4), ('கண்ணம்மா', 'hindu', 'female', 1), ('கதிர்', 'hindu', 'male', 7), ('ரத்தினசாமி', 'hindu', 'male', 1), ('ஜெயத்தி', 'hindu', 'male', 1), ('மகேஸ்வரி', 'hindu', 'female', 1), ('அப்பா', 'hindu', 'male', 3), ('தம்பி', 'hindu', 'male', 3), ('பூவரசி', 'hindu', 'female', 9), ('சண்முகம்', 'hindu', 'male', 1), ('மாமா', 'hindu', 'male', 12)]"
ta,JmsG0qdZuvE,None,None,None,"[('மேனகா', 'hindu', 'female'), ('பாண்டியன்', 'hindu', 'male'), ('மாதவன்', 'hindu', 'male'), ('மதுரம்', 'hindu', 'female'), ('கல்யாணி', 'hindu', 'female'), ('ரசத்தி', 'hindu', 'female')]",1130,605,733,532,None,None,None,"[('மேனகா', 'hindu', 'female', 2), ('பாண்டியன்', 'hindu', 'male', 1), ('மாதவன்', 'hindu', 'male', 2), ('மதுரம்', 'hindu', 'female', 1), ('கல்யாணி', 'hindu', 'female', 2), ('ரசத்தி', 'hindu', 'female', 2)]"
ta,JqAsyU5GSsk,None,நாய்க்குட்டி,வெறுக்கப்படுத்து,"[('யார்', 'hindu', 'male'), ('மேகலா', 'hindu', 'female'), ('அனன்யா', 'hindu', 'female'), ('என்ன', 'hindu', 'male'), ('நம்புறேன்', 'hindu', 'male'), ('ஏமாத்திட', 'hindu', 'male'), ('நம்பு', 'hindu', 'male'), ('உங்க எல்லாரையும் நம்புறேன்', 'hindu', 'male'), ('திருமுருகன்', 'hindu', 'male'), ('ஹருணி', 'hindu', 'female'), ('தைரியமா இரு', 'hindu', 'male'), ('சற்குணம்', 'hindu', 'male'), ('ப்ளீஸ்', 'hindu', 'male'), ('எப்படி', 'hindu', 'male'), ('மறுபடியும்', 'hindu', 'male'), ('ராஸ்கல்', 'hindu', 'male'), ('ஆனந்தி', 'hindu', 'female'), ('நிச்சயம்', 'hindu', 'male'), ('அம்மா', 'hindu', 'female'), ('டாக்டர்', 'hindu', 'male'), ('டாட்', 'hindu', 'male'), ('அப்பாவ', 'hindu', 'male'), ('எதுக்காக', 'hindu', 'male'), ('விடவே மாட்டோம்', 'hindu', 'male'), ('கண்டிப்பாக', 'hindu', 'male'), ('போதுமா', 'hindu', 'female'), ('எங்க', 'hindu', 'male')]",1939,1036,1354,939,"[('வெறுக்கப்படுத்து', 1)]","[('நாய்க்குட்டி', 1)]",None,"[('யார்', 'hindu', 'male', 1), ('மேகலா', 'hindu', 'female', 22), ('அனன்யா', 'hindu', 'female', 11), ('என்ன', 'hindu', 'male', 40), ('நம்புறேன்', 'hindu', 'male', 2), ('ஏமாத்திட', 'hindu', 'male', 1), ('நம்பு', 'hindu', 'male', 8), ('உங்க எல்லாரையும் நம்புறேன்', 'hindu', 'male', 1), ('திருமுருகன்', 'hindu', 'male', 2), ('ஹருணி', 'hindu', 'female', 1), ('தைரியமா இரு', 'hindu', 'male', 1), ('சற்குணம்', 'hindu', 'male', 2), ('ப்ளீஸ்', 'hindu', 'male', 2), ('எப்படி', 'hindu', 'male', 8), ('மறுபடியும்', 'hindu', 'male', 1), ('ராஸ்கல்', 'hindu', 'male', 1), ('ஆனந்தி', 'hindu', 'female', 5), ('நிச்சயம்', 'hindu', 'male', 2), ('அம்மா', 'hindu', 'female', 2), ('டாக்டர்', 'hindu', 'male', 2), ('டாட்', 'hindu', 'male', 4), ('அப்பாவ', 'hindu', 'male', 4), ('எதுக்காக', 'hindu', 'male', 3), ('விடவே மாட்டோம்', 'hindu', 'male', 1), ('கண்டிப்பாக', 'hindu', 'male', 1), ('போதுமா', 'hindu', 'female', 1), ('எங்க', 'hindu', 'male', 14)]"
ta,K0oe6QIKr58,None,யாரு வரும்,None,"[('அம்மா', 'hindu', 'female'), ('ரம்யா', 'hindu', 'female'), ('கோபி', 'hindu', 'male'), ('மனோவரன்', 'hindu', 'male'), ('அப்பா', 'hindu', 'male'), ('தங்கச்சி', 'hindu', 'female'), ('தம்பி', 'hindu', 'male'), ('அக்கா', 'hindu', 'female'), ('சவிதா', 'hindu', 'female'), ('அண்ணா', 'hindu', 'male'), ('பெரியப்பா', 'hindu', 'male'), ('மச்சான்', 'hindu', 'male'), ('மாமா', 'hindu', 'male')]",2489,1350,1977,1228,None,"[('யாரு வரும்', 1)]",None,"[('அம்மா', 'hindu', 'female', 6), ('ரம்யா', 'hindu', 'female', 6), ('கோபி', 'hindu', 'male', 13), ('மனோவரன்', 'hindu', 'male', 1), ('அப்பா', 'hindu', 'male', 1), ('தங்கச்சி', 'hindu', 'female', 10), ('தம்பி', 'hindu', 'male', 1), ('அக்கா', 'hindu', 'female', 10), ('சவிதா', 'hindu', 'female', 2), ('அண்ணா', 'hindu', 'male', 1), ('பெரியப்பா', 'hindu', 'male', 1), ('மச்சான்', 'hindu', 'male', 2), ('மாமா', 'hindu', 'male', 6)]"
ta,KH-bZtOimhI,None,None,None,"[('சார்', 'hindu', 'male'), ('பூஜா', 'hindu', 'female'), ('அம்மா', 'hindu', 'female'), ('தாயே', 'hindu', 'female'), ('கயல்', 'hindu', 'female'), ('தாயி', 'hindu', 'female'), ('சந்தோஷமா போயிட்டு வாங்க', 'hindu', 'male'), ('ரோஜா', 'hindu', 'female'), ('அர்ஜுன்', 'hindu', 'male'), ('பாட்டி', 'hindu', 'female'), ('யசோதா', 'hindu', 'female'), ('ஐயா', 'hindu', 'male'), ('முருகா', 'hindu', 'male'), ('வாங்க', 'hindu', 'male')]",1320,643,933,561,None,None,None,"[('சார்', 'hindu', 'male', 8), ('பூஜா', 'hindu', 'female', 2), ('அம்மா', 'hindu', 'female', 12), ('தாயே', 'hindu', 'female', 1), ('கயல்', 'hindu', 'female', 4), ('தாயி', 'hindu', 'female', 2), ('சந்தோஷமா போயிட்டு வாங்க', 'hindu', 'male', 1), ('ரோஜா', 'hindu', 'female', 36), ('அர்ஜுன்', 'hindu', 'male', 27), ('பாட்டி', 'hindu', 'female', 13), ('யசோதா', 'hindu', 'female', 2), ('ஐயா', 'hindu', 'male', 1), ('முருகா', 'hindu', 'male', 1), ('வாங்க', 'hindu', 'male', 9)]"
ta,KHEBFPXk6aQ,None,None,None,"[('பொன்னி', 'hindu', 'female'), ('துடிச்சுக்கிட்டு', 'hindu', 'male'), ('நல்ல வேலையா', 'hindu', 'female'), ('ஊர்', 'hindu', 'male'), ('சிந்தாசி', 'hindu', 'male'), ('கட்டடில்', 'hindu', 'male'), ('மனைவி', 'hindu', 'female'), ('முத்தம்', 'hindu', 'female'), ('பழி வாங்கு', 'hindu', 'male'), ('வழியும்', 'christian', 'male'), ('வாழனும்', 'hindu', 'male'), ('சரவணா', 'hindu', 'male'), ('வைஷ்ணவி', 'hindu', 'female'), ('சந்தோஷப்படுவேன்னு', 'hindu', 'male'), ('கழுத்த', 'hindu', 'male'), ('பூர்ணிமா', 'hindu', 'female'), ('வேதனையும்', 'hindu', 'male'), ('தாள்', 'hindu', 'male'), ('விடக்கூடாது', 'hindu', 'male'), ('தாத்தா', 'hindu', 'male'), ('தெரு', 'hindu', 'male'), ('பாட்டி', 'hindu', 'female'), ('சந்தியா', 'hindu', 'female'), ('மாமா', 'hindu', 'male'), ('சின்ராஸ்', 'hindu', 'male'), ('கோழத்தனம்', 'hindu', 'male'), ('அம்மா', 'hindu', 'female'), ('தளுசி', 'hindu', 'male'), ('கல்யாணம்', 'hindu', 'male'), ('கேட்டு', 'hindu', 'female'), ('வீடு', 'hindu', 'male'), ('கணவன்', 'hindu', 'male'), ('கீகரன்', 'hindu', 'male'), ('அண்ணன்', 'hindu', 'male'), ('தைரியம்', 'hindu', 'male'), ('சீக்கிரமா', 'hindu', 'male'), ('அப்பாவ', 'hindu', 'male'), ('மச்சான்', 'hindu', 'male'), ('துணிச்சல்', 'hindu', 'male')]",1909,1060,1342,939,None,None,None,"[('பொன்னி', 'hindu', 'female', 9), ('துடிச்சுக்கிட்டு', 'hindu', 'male', 1), ('நல்ல வேலையா', 'hindu', 'female', 1), ('ஊர்', 'hindu', 'male', 1), ('சிந்தாசி', 'hindu', 'male', 1), ('கட்டடில்', 'hindu', 'male', 1), ('மனைவி', 'hindu', 'female', 1), ('முத்தம்', 'hindu', 'female', 1), ('பழி வாங்கு', 'hindu', 'male', 1), ('வழியும்', 'christian', 'male', 1), ('வாழனும்', 'hindu', 'male', 1), ('சரவணா', 'hindu', 'male', 25), ('வைஷ்ணவி', 'hindu', 'female', 2), ('சந்தோஷப்படுவேன்னு', 'hindu', 'male', 1), ('கழுத்த', 'hindu', 'male', 2), ('பூர்ணிமா', 'hindu', 'female', 2), ('வேதனையும்', 'hindu', 'male', 1), ('தாள்', 'hindu', 'male', 1), ('விடக்கூடாது', 'hindu', 'male', 2), ('தாத்தா', 'hindu', 'male', 3), ('தெரு', 'hindu', 'male', 1), ('பாட்டி', 'hindu', 'female', 1), ('சந்தியா', 'hindu', 'female', 2), ('மாமா', 'hindu', 'male', 3), ('சின்ராஸ்', 'hindu', 'male', 2), ('கோழத்தனம்', 'hindu', 'male', 1), ('அம்மா', 'hindu', 'female', 5), ('தளுசி', 'hindu', 'male', 1), ('கல்யாணம்', 'hindu', 'male', 1), ('கேட்டு', 'hindu', 'female', 3), ('வீடு', 'hindu', 'male', 1), ('கணவன்', 'hindu', 'male', 1), ('கீகரன்', 'hindu', 'male', 1), ('அண்ணன்', 'hindu', 'male', 3), ('தைரியம்', 'hindu', 'male', 1), ('சீக்கிரமா', 'hindu', 'male', 1), ('அப்பாவ', 'hindu', 'male', 1), ('மச்சான்', 'hindu', 'male', 3), ('துணிச்சல்', 'hindu', 'male', 1)]"
ta,KL5Rdn38Ga0,None,None,None,"[('சர்குணத்தக்கா', 'hindu', 'female'), ('மேகலா', 'hindu', 'female'), ('வாசைய நறவத்தறதான்', 'hindu', 'male'), ('அப்பா', 'hindu', 'male'), ('கண்மணி', 'hindu', 'female'), ('டேய்', 'hindu', 'male'), ('நடந்து முடிஞ்சத விடு', 'hindu', 'male'), ('மாப்பிள மாமா', 'hindu', 'male'), ('மகளே', 'hindu', 'female'), ('அப்பாகிட்ட', 'hindu', 'male'), ('மாப்பிள்ளை', 'hindu', 'male'), ('ஏரியாவுல', 'hindu', 'male'), ('சாரி', 'hindu', 'female'), ('வேணன்', 'hindu', 'male'), ('மாமா', 'hindu', 'male'), ('திரு', 'hindu', 'male'), ('அம்மா', 'hindu', 'female'), ('கிழிச்சன்', 'hindu', 'male'), ('கோபி', 'hindu', 'male'), ('வயசு பசங்க', 'hindu', 'male'), ('திருக்குட்டி', 'hindu', 'female'), ('பால் குழக்கட்ட', 'hindu', 'male'), ('அத்தை', 'hindu', 'female'), ('அக்கா', 'hindu', 'female'), ('கடவுள்', 'hindu', 'male'), ('சொல்லு', 'hindu', 'male'), ('இத பாரு', 'hindu', 'male')]",2032,1105,1446,999,None,None,None,"[('சர்குணத்தக்கா', 'hindu', 'female', 1), ('மேகலா', 'hindu', 'female', 5), ('வாசைய நறவத்தறதான்', 'hindu', 'male', 1), ('அப்பா', 'hindu', 'male', 6), ('கண்மணி', 'hindu', 'female', 4), ('டேய்', 'hindu', 'male', 1), ('நடந்து முடிஞ்சத விடு', 'hindu', 'male', 1), ('மாப்பிள மாமா', 'hindu', 'male', 1), ('மகளே', 'hindu', 'female', 1), ('அப்பாகிட்ட', 'hindu', 'male', 1), ('மாப்பிள்ளை', 'hindu', 'male', 1), ('ஏரியாவுல', 'hindu', 'male', 2), ('சாரி', 'hindu', 'female', 29), ('வேணன்', 'hindu', 'male', 1), ('மாமா', 'hindu', 'male', 17), ('திரு', 'hindu', 'male', 14), ('அம்மா', 'hindu', 'female', 14), ('கிழிச்சன்', 'hindu', 'male', 1), ('கோபி', 'hindu', 'male', 2), ('வயசு பசங்க', 'hindu', 'male', 5), ('திருக்குட்டி', 'hindu', 'female', 1), ('பால் குழக்கட்ட', 'hindu', 'male', 1), ('அத்தை', 'hindu', 'female', 3), ('அக்கா', 'hindu', 'female', 5), ('கடவுள்', 'hindu', 'male', 1), ('சொல்லு', 'hindu', 'male', 5), ('இத பாரு', 'hindu', 'male', 1)]"
ta,KSLj1Q542pg,None,None,None,"[('சண்முக சுந்தரம்', 'hindu', 'male'), ('ராசப்பன்', 'hindu', 'male'), ('அம்மா', 'hindu', 'female'), ('கயல்', 'hindu', 'female'), ('ராசாத்தி', 'hindu', 'female'), ('பெரியம்மா', 'hindu', 'female'), ('சாரதா', 'hindu', 'female'), ('தம்பி', 'hindu', 'male'), ('மீனகா', 'hindu', 'female'), ('சந்தோஷ்', 'hindu', 'male'), ('சிந்தாமணி', 'hindu', 'male'), ('சூடாமணி', 'hindu', 'male'), ('வக்கீல்', 'hindu', 'male')]",1825,946,1369,847,None,None,None,"[('சண்முக சுந்தரம்', 'hindu', 'male', 1), ('ராசப்பன்', 'hindu', 'male', 1), ('அம்மா', 'hindu', 'female', 13), ('கயல்', 'hindu', 'female', 8), ('ராசாத்தி', 'hindu', 'female', 5), ('பெரியம்மா', 'hindu', 'female', 1), ('சாரதா', 'hindu', 'female', 1), ('தம்பி', 'hindu', 'male', 2), ('மீனகா', 'hindu', 'female', 1), ('சந்தோஷ்', 'hindu', 'male', 1), ('சிந்தாமணி', 'hindu', 'male', 5), ('சூடாமணி', 'hindu', 'male', 1), ('வக்கீல்', 'hindu', 'male', 1)]"
ta,KT-lEOnhGao,None,None,வெறுக்கப்படுத்து,"[('அருண்', 'hindu', 'male'), ('கிருஷ்ணா', 'hindu', 'male'), ('பழனி', 'hindu', 'male'), ('மாலினி', 'hindu', 'female'), ('அனு', 'hindu', 'female'), ('சுந்தரி', 'hindu', 'female'), ('கார்த்திக்', 'hindu', 'male')]",1710,902,1115,803,"[('வெறுக்கப்படுத்து', 1)]",None,None,"[('அருண்', 'hindu', 'male', 1), ('கிருஷ்ணா', 'hindu', 'male', 2), ('பழனி', 'hindu', 'male', 1), ('மாலினி', 'hindu', 'female', 3), ('அனு', 'hindu', 'female', 3), ('சுந்தரி', 'hindu', 'female', 12), ('கார்த்திக்', 'hindu', 'male', 4)]"
ta,KYcUPk3boYY,None,None,பாப்பான் ,"[('ராஜு', 'hindu', 'male'), ('நீதி', 'hindu', 'male'), ('பிரகாஷ்', 'hindu', 'male'), ('சகோதரன்', 'christian', 'male'), ('வசந்த்', 'hindu', 'male'), ('தொழில்', 'hindu', 'male'), ('அப்பா', 'hindu', 'male'), ('பெரியம்மா', 'hindu', 'female'), ('பாப்பா', 'hindu', 'female'), ('மோனி', 'hindu', 'male'), ('மனைவி', 'hindu', 'female'), ('பேரன்', 'hindu', 'male'), ('அரசாங்கம்', 'hindu', 'male'), ('உறுதி', 'hindu', 'male'), ('சமாதானம்', 'christian', 'male'), ('புகழ்', 'hindu', 'male'), ('விழா', 'hindu', 'female'), ('காவல்துறை', 'hindu', 'male'), ('வாழ்க்கை', 'hindu', 'male'), ('சுரேஷ்', 'hindu', 'male'), ('பக்கத்து வீட்டுக்காரர்', 'hindu', 'male'), ('குழந்தை', 'hindu', 'male'), ('தண்டனை', 'hindu', 'male'), ('நண்பர்', 'hindu', 'male'), ('அண்ணா', 'hindu', 'male'), ('சிறை', 'hindu', 'male'), ('கோபம்', 'hindu', 'male'), ('மரணம்', 'hindu', 'male'), ('வளர்ச்சி', 'hindu', 'female'), ('உதாரணி', 'hindu', 'female'), ('பேத்தி', 'hindu', 'female'), ('நம்பிக்கை', 'hindu', 'male'), ('சந்தோஷம்', 'hindu', 'male'), ('தந்தை', 'hindu', 'male'), ('மகா', 'hindu', 'male'), ('திலகம்', 'hindu', 'male'), ('மகன்', 'hindu', 'male'), ('அன்பு', 'hindu', 'male'), ('ஊர் மக்கள்', 'hindu', 'male'), ('உண்மை', 'hindu', 'male'), ('மாமா', 'hindu', 'male'), ('சத்யா', 'hindu', 'male'), ('பரிதாபம்', 'hindu', 'male'), ('சமந்தி', 'hindu', 'female'), ('அம்மா', 'hindu', 'female'), ('தாய்', 'hindu', 'female'), ('பண்டிகை', 'hindu', 'male'), ('காயத்ரி', 'hindu', 'female'), ('மகள்', 'hindu', 'female'), ('டாக்டர்', 'hindu', 'male'), ('நீதிமன்றம்', 'hindu', 'male'), ('குமாரு ராஜு', 'hindu', 'male'), ('சகல', 'hindu', 'male'), ('காவலர்', 'hindu', 'male'), ('கணவன்', 'hindu', 'male'), ('சரோஜா', 'hindu', 'female'), ('சகோதரி', 'hindu', 'female'), ('தைரியம்', 'hindu', 'male'), ('அக்கா', 'hindu', 'female'), ('குற்றம்', 'hindu', 'male'), ('பெரியப்பா', 'hindu', 'male'), ('மன்னிப்பு', 'hindu', 'male'), ('துக்கம்', 'hindu', 'male')]",1770,1020,1305,904,"[('பாப்பான்', 1)]",None,None,"[('ராஜு', 'hindu', 'male', 2), ('நீதி', 'hindu', 'male', 1), ('பிரகாஷ்', 'hindu', 'male', 14), ('சகோதரன்', 'christian', 'male', 1), ('வசந்த்', 'hindu', 'male', 1), ('தொழில்', 'hindu', 'male', 1), ('அப்பா', 'hindu', 'male', 19), ('பெரியம்மா', 'hindu', 'female', 1), ('பாப்பா', 'hindu', 'female', 7), ('மோனி', 'hindu', 'male', 5), ('மனைவி', 'hindu', 'female', 1), ('பேரன்', 'hindu', 'male', 1), ('அரசாங்கம்', 'hindu', 'male', 1), ('உறுதி', 'hindu', 'male', 1), ('சமாதானம்', 'christian', 'male', 1), ('புகழ்', 'hindu', 'male', 1), ('விழா', 'hindu', 'female', 1), ('காவல்துறை', 'hindu', 'male', 1), ('வாழ்க்கை', 'hindu', 'male', 1), ('சுரேஷ்', 'hindu', 'male', 2), ('பக்கத்து வீட்டுக்காரர்', 'hindu', 'male', 1), ('குழந்தை', 'hindu', 'male', 3), ('தண்டனை', 'hindu', 'male', 8), ('நண்பர்', 'hindu', 'male', 1), ('அண்ணா', 'hindu', 'male', 1), ('சிறை', 'hindu', 'male', 1), ('கோபம்', 'hindu', 'male', 1), ('மரணம்', 'hindu', 'male', 1), ('வளர்ச்சி', 'hindu', 'female', 1), ('உதாரணி', 'hindu', 'female', 1), ('பேத்தி', 'hindu', 'female', 1), ('நம்பிக்கை', 'hindu', 'male', 1), ('சந்தோஷம்', 'hindu', 'male', 1), ('தந்தை', 'hindu', 'male', 1), ('மகா', 'hindu', 'male', 6), ('திலகம்', 'hindu', 'male', 1), ('மகன்', 'hindu', 'male', 2), ('அன்பு', 'hindu', 'male', 1), ('ஊர் மக்கள்', 'hindu', 'male', 1), ('உண்மை', 'hindu', 'male', 2), ('மாமா', 'hindu', 'male', 8), ('சத்யா', 'hindu', 'male', 2), ('பரிதாபம்', 'hindu', 'male', 1), ('சமந்தி', 'hindu', 'female', 2), ('அம்மா', 'hindu', 'female', 7), ('தாய்', 'hindu', 'female', 1), ('பண்டிகை', 'hindu', 'male', 2), ('காயத்ரி', 'hindu', 'female', 2), ('மகள்', 'hindu', 'female', 1), ('டாக்டர்', 'hindu', 'male', 1), ('நீதிமன்றம்', 'hindu', 'male', 1), ('குமாரு ராஜு', 'hindu', 'male', 1), ('சகல', 'hindu', 'male', 9), ('காவலர்', 'hindu', 'male', 1), ('கணவன்', 'hindu', 'male', 1), ('சரோஜா', 'hindu', 'female', 1), ('சகோதரி', 'hindu', 'female', 1), ('தைரியம்', 'hindu', 'male', 1), ('அக்கா', 'hindu', 'female', 8), ('குற்றம்', 'hindu', 'male', 1), ('பெரியப்பா', 'hindu', 'male', 2), ('மன்னிப்பு', 'hindu', 'male', 1), ('துக்கம்', 'hindu', 'male', 1)]"
ta,L-rKG7hGBX4,None,None,None,"[('மிதுன்', 'hindu', 'male'), ('பாக்கியலட்சுமி', 'hindu', 'female'), ('டாக்டர்', 'hindu', 'male'), ('அஜய்', 'hindu', 'male'), ('சித்தி', 'hindu', 'female'), ('தேவராஜ்', 'hindu', 'male'), ('மகாலட்சுமி', 'hindu', 'female'), ('ராணா', 'hindu', 'male'), ('ஜாக்', 'hindu', 'male'), ('வக்கீல்', 'hindu', 'male')]",1524,895,1058,780,None,None,None,"[('மிதுன்', 'hindu', 'male', 1), ('பாக்கியலட்சுமி', 'hindu', 'female', 2), ('டாக்டர்', 'hindu', 'male', 1), ('அஜய்', 'hindu', 'male', 1), ('சித்தி', 'hindu', 'female', 4), ('தேவராஜ்', 'hindu', 'male', 1), ('மகாலட்சுமி', 'hindu', 'female', 2), ('ராணா', 'hindu', 'male', 1), ('ஜாக்', 'hindu', 'male', 1), ('வக்கீல்', 'hindu', 'male', 2)]"
ta,L_HXZmqeveI,None,None,None,"[('அருண்', 'hindu', 'male'), ('தேவசேனா', 'hindu', 'female'), ('மூர்த்தி', 'hindu', 'male'), ('காட்டம்மா', 'hindu', 'female'), ('மாயா', 'hindu', 'female'), ('தந்தை', 'hindu', 'male'), ('மாலதி', 'hindu', 'female'), ('நந்தினி', 'hindu', 'female'), ('மாதவி', 'hindu', 'female')]",1025,572,703,509,None,None,None,"[('அருண்', 'hindu', 'male', 1), ('தேவசேனா', 'hindu', 'female', 2), ('மூர்த்தி', 'hindu', 'male', 2), ('காட்டம்மா', 'hindu', 'female', 1), ('மாயா', 'hindu', 'female', 6), ('தந்தை', 'hindu', 'male', 1), ('மாலதி', 'hindu', 'female', 1), ('நந்தினி', 'hindu', 'female', 19), ('மாதவி', 'hindu', 'female', 1)]"
ta,LaP-2cL3y2E,None,None,வெறுக்கப்படுத்து,"[('அங்கிள்', 'hindu', 'male'), ('கதிர்', 'hindu', 'male'), ('ரஞ்சனா', 'hindu', 'female'), ('ஆன்டி', 'hindu', 'female'), ('பூவரசி', 'hindu', 'female')]",1081,558,707,482,"[('வெறுக்கப்படுத்து', 1)]",None,None,"[('அங்கிள்', 'hindu', 'male', 3), ('கதிர்', 'hindu', 'male', 13), ('ரஞ்சனா', 'hindu', 'female', 10), ('ஆன்டி', 'hindu', 'female', 4), ('பூவரசி', 'hindu', 'female', 5)]"
