Language,Video ID,Controversial Topics (LLM),Derogatory Words (LLM),Derogatory Words (dictionary),Person names,Transcript word count,Transcript unique word count,Transcript non-stopword count,Transcript unique non-stop word count,Derogatory words (dictionary) word count,Derogatory words (LLM) word count,Controversial topics (LLM) word count,Person names word count
hi,2TJtINCpwIU,None,None,None,"[('गोपिया', 'hindu', 'female'), ('गुरुदेव', 'hindu', 'unknown'), ('द्वारका नगरी', 'hindu', 'female'), ('कृष्ण', 'hindu', 'female'), ('माताजी', 'hindu', 'female'), ('राधा', 'hindu', 'female'), ('यमुना', 'hindu', 'female'), ('श्याम', 'hindu', 'male'), ('समुद्र', 'hindu', 'male'), ('दुर्वासा ऋषि', 'hindu', 'male')]",1162,460,416,285,None,None,None,"[('गोपिया', 'hindu', 'female', 1), ('गुरुदेव', 'hindu', 'unknown', 2), ('द्वारका नगरी', 'hindu', 'female', 2), ('कृष्ण', 'hindu', 'female', 6), ('माताजी', 'hindu', 'female', 1), ('राधा', 'hindu', 'female', 2), ('यमुना', 'hindu', 'female', 1), ('श्याम', 'hindu', 'male', 1), ('समुद्र', 'hindu', 'male', 1), ('दुर्वासा ऋषि', 'hindu', 'male', 1)]"
hi,34xjVIYAUKc,None,बंदरिया,"गोरा, गोरा , कटवा, ठुला, भाइये, माल्, हरामी ","[('अनामिका', 'hindu', 'female'), ('गोरी', 'hindu', 'female'), ('मच्छरनी', 'hindu', 'female'), ('सुभद्रा', 'hindu', 'female'), ('मालिक', 'hindu', 'male'), ('कादंबरी', 'hindu', 'female'), ('बा', 'hindu', 'unknown'), ('संतू', 'hindu', 'male'), ('संतोड़ी', 'hindu', 'female'), ('चंद', 'hindu', 'unknown'), ('नानका', 'hindu', 'unisex'), ('कानजी', 'hindu', 'unisex'), ('कद्दू', 'hindu', 'unisex'), ('सूरज', 'hindu', 'male'), ('तरूफ', 'hindu', 'unisex')]",1502,535,560,357,"[('गोरा', 1), ('गोरा', 1), ('कटवा', 1), ('ठुला', 1), ('भाइये', 1), ('माल्', 1), ('हरामी', 1)]","[('बंदरिया', 1)]",None,"[('अनामिका', 'hindu', 'female', 3), ('गोरी', 'hindu', 'female', 2), ('मच्छरनी', 'hindu', 'female', 1), ('सुभद्रा', 'hindu', 'female', 4), ('मालिक', 'hindu', 'male', 9), ('कादंबरी', 'hindu', 'female', 1), ('बा', 'hindu', 'unknown', 10), ('संतू', 'hindu', 'male', 2), ('संतोड़ी', 'hindu', 'female', 1), ('चंद', 'hindu', 'unknown', 1), ('नानका', 'hindu', 'unisex', 4), ('कानजी', 'hindu', 'unisex', 1), ('कद्दू', 'hindu', 'unisex', 3), ('सूरज', 'hindu', 'male', 1), ('तरूफ', 'hindu', 'unisex', 2)]"
hi,3CnbUi9xnEA,None,None,"ठुला, पासी","[('दृष्टि प्रसाद', 'hindu', 'female'), ('श्रीधर', 'hindu', 'unknown'), ('तनिष्क मत्तल', 'hindu', 'male'), ('आरोही शर्मा', 'hindu', 'female'), ('करण मत्तल', 'hindu', 'unknown'), ('अक्षता हरिप्रसाद', 'hindu', 'unknown'), ('शोमन', 'hindu', 'unisex'), ('शिमला', 'hindu', 'female'), ('अर्जुन', 'hindu', 'female'), ('कुंज परिवार', 'hindu', 'female')]",1600,493,584,339,"[('ठुला', 1), ('पासी', 1)]",None,None,"[('दृष्टि प्रसाद', 'hindu', 'female', 1), ('श्रीधर', 'hindu', 'unknown', 1), ('तनिष्क मत्तल', 'hindu', 'male', 1), ('आरोही शर्मा', 'hindu', 'female', 3), ('करण मत्तल', 'hindu', 'unknown', 1), ('अक्षता हरिप्रसाद', 'hindu', 'unknown', 2), ('शोमन', 'hindu', 'unisex', 1), ('शिमला', 'hindu', 'female', 5), ('अर्जुन', 'hindu', 'female', 6), ('कुंज परिवार', 'hindu', 'female', 1)]"
hi,3QYhzflnspQ,None,None,भाइये,"[('चग', 'hindu', 'unisex'), ('माही', 'hindu', 'female'), ('जोगी', 'hindu', 'unknown'), ('भाई', 'hindu', 'male'), ('मम्मी', 'hindu', 'female'), ('रूपा', 'hindu', 'female'), ('पापा', 'hindu', 'male'), ('अवनीत', 'hindu', 'female'), ('रबाजी', 'hindu', 'male')]",763,273,247,163,"[('भाइये', 1)]",None,None,"[('चग', 'hindu', 'unisex', 3), ('माही', 'hindu', 'female', 6), ('जोगी', 'hindu', 'unknown', 4), ('भाई', 'hindu', 'male', 2), ('मम्मी', 'hindu', 'female', 2), ('रूपा', 'hindu', 'female', 2), ('पापा', 'hindu', 'male', 2), ('अवनीत', 'hindu', 'female', 2), ('रबाजी', 'hindu', 'male', 1)]"
hi,3w-X_yGYuNo,None,None,"ठुला, भाइये","[('रोहन', 'hindu', 'unknown'), ('पीता चाची', 'hindu', 'female'), ('रविंदर भवन', 'hindu', 'unknown'), ('कालिया', 'hindu', 'unisex'), ('मैजिक मोबाइल', 'hindu', 'unisex'), ('पिंड वाले', 'hindu', 'unknown'), ('सरकार', 'hindu', 'unknown'), ('रविंदर सिंह', 'hindu', 'female'), ('बाबा', 'hindu', 'unisex'), ('नाथ', 'hindu', 'male'), ('रंजीत चाचा', 'hindu', 'female'), ('पुलिस', 'hindu', 'female'), ('डाकू रानी', 'hindu', 'female'), ('प्रीतो', 'hindu', 'female'), ('तालिया जी', 'hindu', 'female'), ('सिमरन मासी', 'unknown', 'female'), ('भूत', 'hindu', 'female'), ('धर्मपुर', 'hindu', 'unisex')]",1700,555,667,385,"[('ठुला', 1), ('भाइये', 1)]",None,None,"[('रोहन', 'hindu', 'unknown', 2), ('पीता चाची', 'hindu', 'female', 1), ('रविंदर भवन', 'hindu', 'unknown', 1), ('कालिया', 'hindu', 'unisex', 1), ('मैजिक मोबाइल', 'hindu', 'unisex', 7), ('पिंड वाले', 'hindu', 'unknown', 1), ('सरकार', 'hindu', 'unknown', 3), ('रविंदर सिंह', 'hindu', 'female', 1), ('बाबा', 'hindu', 'unisex', 1), ('नाथ', 'hindu', 'male', 2), ('रंजीत चाचा', 'hindu', 'female', 1), ('पुलिस', 'hindu', 'female', 2), ('डाकू रानी', 'hindu', 'female', 6), ('प्रीतो', 'hindu', 'female', 2), ('तालिया जी', 'hindu', 'female', 1), ('सिमरन मासी', 'unknown', 'female', 1), ('भूत', 'hindu', 'female', 13), ('धर्मपुर', 'hindu', 'unisex', 1)]"
hi,3ycr-osW5VY,None,None,"ठुला, भंगि, भाइये","[('गांधारी', 'hindu', 'female'), ('शकुनी', 'hindu', 'male'), ('द्रोणाचार्य', 'hindu', 'male'), ('श्रीकृष्ण', 'hindu', 'male'), ('कर्ण', 'hindu', 'female'), ('युधिष्ठिर', 'hindu', 'female'), ('कौरव', 'hindu', 'female'), ('धृतराष्ट्र', 'hindu', 'female'), ('पांडव', 'hindu', 'male'), ('भीष्म पितामह', 'hindu', 'female'), ('महाभारत', 'hindu', 'female'), ('द्रौपदी', 'hindu', 'female'), ('दुर्योधन', 'hindu', 'male'), ('कुंती', 'hindu', 'female'), ('अर्जुन', 'hindu', 'female')]",1589,498,688,357,"[('ठुला', 1), ('भंगि', 1), ('भाइये', 1)]",None,None,"[('गांधारी', 'hindu', 'female', 1), ('शकुनी', 'hindu', 'male', 1), ('द्रोणाचार्य', 'hindu', 'male', 1), ('श्रीकृष्ण', 'hindu', 'male', 1), ('कर्ण', 'hindu', 'female', 3), ('युधिष्ठिर', 'hindu', 'female', 1), ('कौरव', 'hindu', 'female', 1), ('धृतराष्ट्र', 'hindu', 'female', 1), ('पांडव', 'hindu', 'male', 1), ('भीष्म पितामह', 'hindu', 'female', 1), ('महाभारत', 'hindu', 'female', 5), ('द्रौपदी', 'hindu', 'female', 1), ('दुर्योधन', 'hindu', 'male', 2), ('कुंती', 'hindu', 'female', 1), ('अर्जुन', 'hindu', 'female', 2)]"
hi,4wXTPAzv0Gg,None,None,"कटवा, अछूत, ठुला, सती, महार","[('राम', 'hindu', 'female'), ('शत्रुघ्न', 'hindu', 'female'), ('बाली', 'hindu', 'unisex'), ('जटायु', 'hindu', 'male'), ('वाल्मीकि', 'hindu', 'female'), ('रावण', 'hindu', 'male'), ('लवकुश', 'hindu', 'unknown'), ('सुग्रीव', 'hindu', 'female'), ('भरत', 'hindu', 'unisex'), ('हनुमान', 'hindu', 'male'), ('अंगद', 'hindu', 'male'), ('सीता', 'hindu', 'female'), ('दशरथ', 'hindu', 'female')]",1817,683,836,540,"[('कटवा', 1), ('अछूत', 1), ('ठुला', 1), ('सती', 2), ('महार', 9)]",None,None,"[('राम', 'hindu', 'female', 11), ('शत्रुघ्न', 'hindu', 'female', 1), ('बाली', 'hindu', 'unisex', 1), ('जटायु', 'hindu', 'male', 1), ('वाल्मीकि', 'hindu', 'female', 4), ('रावण', 'hindu', 'male', 1), ('लवकुश', 'hindu', 'unknown', 1), ('सुग्रीव', 'hindu', 'female', 1), ('भरत', 'hindu', 'unisex', 1), ('हनुमान', 'hindu', 'male', 1), ('अंगद', 'hindu', 'male', 1), ('सीता', 'hindu', 'female', 26), ('दशरथ', 'hindu', 'female', 3)]"
hi,4xFD3114joQ,None,None,None,"[('श', 'hindu', 'female'), ('और', 'hindu', 'unknown'), ('அம்மா', 'hindu', 'female'), ('8', 'unknown', 'female'), ('ट', 'hindu', 'male'), ('ம்', 'unknown', 'female'), ('थ', 'hindu', 'female')]",9,8,1,1,None,None,None,"[('श', 'hindu', 'female', 1), ('और', 'hindu', 'unknown', 1), ('அம்மா', 'hindu', 'female', 1), ('8', 'unknown', 'female', 1), ('ट', 'hindu', 'male', 1), ('ம்', 'unknown', 'female', 2), ('थ', 'hindu', 'female', 1)]"
hi,507AxIhSmVI,None,None,None,"[('يا ربك', 'muslim', 'male'), ('अल्लाह', 'muslim', 'female'), ('ओम', 'hindu', 'male')]",14,8,3,2,None,None,None,"[('يا ربك', 'muslim', 'male', 1), ('अल्लाह', 'muslim', 'female', 2), ('ओम', 'hindu', 'male', 1)]"
hi,51JxIi5mnio,None,None,भाइये,"[('महादेव', 'hindu', 'unknown'), ('श्री कृष्ण', 'hindu', 'male'), ('श्री राम', 'hindu', 'female'), ('जरा', 'muslim', 'female'), ('श्री राधा', 'hindu', 'female'), ('देवी दुर्गा', 'hindu', 'female')]",807,331,317,207,"[('भाइये', 1)]",None,None,"[('महादेव', 'hindu', 'unknown', 1), ('श्री कृष्ण', 'hindu', 'male', 4), ('श्री राम', 'hindu', 'female', 7), ('जरा', 'muslim', 'female', 4), ('श्री राधा', 'hindu', 'female', 1), ('देवी दुर्गा', 'hindu', 'female', 1)]"
hi,5Piszf1l-0E,None,None,None,"[('य', 'hindu', 'female'), ('या', 'muslim', 'female'), ('है', 'hindu', 'male'), ('रह', 'hindu', 'male'), ('अग्', 'hindu', 'unknown'), ('क्या', 'unknown', 'unknown'), ('बस', 'hindu', 'unknown'), ('हेलो', 'hindu', 'unisex'), ('ओ', 'hindu', 'unknown'), ('ू', 'unknown', 'female'), ('हम', 'hindu', 'female'), ('for', 'hindu', 'unknown'), ('रा', 'hindu', 'female'), ('एक्स', 'hindu', 'unisex'), ('कर', 'hindu', 'female'), ('बो', 'hindu', 'female'), ('ते', 'hindu', 'unknown'), ('नहीं', 'hindu', 'unknown')]",24,19,3,2,None,None,None,"[('य', 'hindu', 'female', 3), ('या', 'muslim', 'female', 2), ('है', 'hindu', 'male', 1), ('रह', 'hindu', 'male', 1), ('अग्', 'hindu', 'unknown', 1), ('क्या', 'unknown', 'unknown', 1), ('बस', 'hindu', 'unknown', 1), ('हेलो', 'hindu', 'unisex', 2), ('ओ', 'hindu', 'unknown', 1), ('ू', 'unknown', 'female', 1), ('हम', 'hindu', 'female', 1), ('for', 'hindu', 'unknown', 1), ('रा', 'hindu', 'female', 1), ('एक्स', 'hindu', 'unisex', 1), ('कर', 'hindu', 'female', 1), ('बो', 'hindu', 'female', 1), ('ते', 'hindu', 'unknown', 1), ('नहीं', 'hindu', 'unknown', 1)]"
hi,5dhBqSuArc4,None,None,"अपशगुनी, अछूत, ठुला, गरीब","[('जवाब', 'muslim', 'unknown'), ('अक्षिता हरी प्रसाद', 'hindu', 'unknown'), ('निर्दोष', 'hindu', 'unknown'), ('फर्ज', 'muslim', 'unisex'), ('करण सिंह', 'hindu', 'female'), ('कानून', 'hindu', 'unisex'), ('अरोही', 'hindu', 'female'), ('किस्मत', 'hindu', 'unisex'), ('दोस्त', 'muslim', 'male'), ('रात', 'hindu', 'unknown'), ('मोहन', 'hindu', 'unknown'), ('सविता', 'hindu', 'female'), ('भगवान', 'hindu', 'male'), ('आत्मा', 'hindu', 'female'), ('अर्जुन', 'hindu', 'female'), ('फांसी', 'hindu', 'unisex'), ('शादी', 'hindu', 'unisex'), ('बेटा', 'hindu', 'unknown'), ('बेगुनाह', 'hindu', 'male'), ('बाबा', 'hindu', 'unisex'), ('सीडी', 'hindu', 'unknown')]",1253,428,453,274,"[('अपशगुनी', 1), ('अछूत', 1), ('ठुला', 1), ('गरीब', 1)]",None,None,"[('जवाब', 'muslim', 'unknown', 5), ('अक्षिता हरी प्रसाद', 'hindu', 'unknown', 1), ('निर्दोष', 'hindu', 'unknown', 3), ('फर्ज', 'muslim', 'unisex', 1), ('करण सिंह', 'hindu', 'female', 1), ('कानून', 'hindu', 'unisex', 3), ('अरोही', 'hindu', 'female', 1), ('किस्मत', 'hindu', 'unisex', 3), ('दोस्त', 'muslim', 'male', 3), ('रात', 'hindu', 'unknown', 3), ('मोहन', 'hindu', 'unknown', 1), ('सविता', 'hindu', 'female', 1), ('भगवान', 'hindu', 'male', 2), ('आत्मा', 'hindu', 'female', 4), ('अर्जुन', 'hindu', 'female', 14), ('फांसी', 'hindu', 'unisex', 6), ('शादी', 'hindu', 'unisex', 5), ('बेटा', 'hindu', 'unknown', 7), ('बेगुनाह', 'hindu', 'male', 1), ('बाबा', 'hindu', 'unisex', 5), ('सीडी', 'hindu', 'unknown', 3)]"
hi,5fOOCItAunU,None,None,"नौकरानी, कटवा, भक्त, भाइये","[('आदि नागिन', 'hindu', 'female'), ('पंडिताइन', 'hindu', 'female'), ('फरिश्ता', 'hindu', 'female'), ('सपेरा बाबा', 'hindu', 'male'), ('बानी', 'hindu', 'female'), ('वीर', 'hindu', 'male'), ('भगत', 'hindu', 'female'), ('अघोरी', 'hindu', 'unisex'), ('रानी', 'hindu', 'female'), ('तपेश', 'hindu', 'unknown'), ('भोलेनाथ', 'hindu', 'male')]",2755,788,1089,577,"[('नौकरानी', 1), ('कटवा', 1), ('भक्त', 1), ('भाइये', 1)]",None,None,"[('आदि नागिन', 'hindu', 'female', 1), ('पंडिताइन', 'hindu', 'female', 2), ('फरिश्ता', 'hindu', 'female', 3), ('सपेरा बाबा', 'hindu', 'male', 12), ('बानी', 'hindu', 'female', 15), ('वीर', 'hindu', 'male', 7), ('भगत', 'hindu', 'female', 1), ('अघोरी', 'hindu', 'unisex', 1), ('रानी', 'hindu', 'female', 6), ('तपेश', 'hindu', 'unknown', 1), ('भोलेनाथ', 'hindu', 'male', 3)]"
hi,6BXxOTVIdKg,None,None,None,"[('हां', 'hindu', 'unknown'), ('चुप', 'hindu', 'male'), ('मेरी आंख', 'hindu', 'unisex'), ('सब', 'hindu', 'unknown'), ('अल्ला', 'hindu', 'unisex'), ('रो', 'hindu', 'female')]",22,17,9,8,None,None,None,"[('हां', 'hindu', 'unknown', 1), ('चुप', 'hindu', 'male', 1), ('मेरी आंख', 'hindu', 'unisex', 2), ('सब', 'hindu', 'unknown', 2), ('अल्ला', 'hindu', 'unisex', 1), ('रो', 'hindu', 'female', 1)]"
hi,6IXCbI5ElAQ,None,None,"ठुला, भाइये","[('गंगा', 'hindu', 'female'), ('झुमकी', 'hindu', 'female'), ('राधिका', 'hindu', 'female'), ('आशा', 'hindu', 'female'), ('पार्वती', 'hindu', 'female'), ('प्रताप', 'hindu', 'male'), ('कुशल', 'hindu', 'unisex'), ('मांजी', 'hindu', 'female'), ('भाई साहब', 'hindu', 'female'), ('सागर', 'hindu', 'male'), ('शिव', 'hindu', 'female')]",2258,646,954,471,"[('ठुला', 1), ('भाइये', 1)]",None,None,"[('गंगा', 'hindu', 'female', 25), ('झुमकी', 'hindu', 'female', 3), ('राधिका', 'hindu', 'female', 1), ('आशा', 'hindu', 'female', 3), ('पार्वती', 'hindu', 'female', 3), ('प्रताप', 'hindu', 'male', 1), ('कुशल', 'hindu', 'unisex', 3), ('मांजी', 'hindu', 'female', 6), ('भाई साहब', 'hindu', 'female', 11), ('सागर', 'hindu', 'male', 3), ('शिव', 'hindu', 'female', 6)]"
hi,6KFH1yWHM34,None,None,"ठुला, भाइये","[('शिवजी', 'hindu', 'male'), ('दाऊ', 'hindu', 'male'), ('मुखिया', 'hindu', 'male'), ('पार्वती', 'hindu', 'female'), ('कृष्ण', 'hindu', 'female'), ('महाराज', 'hindu', 'male'), ('राधा', 'hindu', 'female'), ('बिजनेश्वरी', 'hindu', 'female'), ('कान्हा', 'hindu', 'unknown'), ('ब्रह्मचारिणी माता', 'hindu', 'female'), ('ग्रामवासियों', 'hindu', 'female')]",1090,434,401,282,"[('ठुला', 1), ('भाइये', 1)]",None,None,"[('शिवजी', 'hindu', 'male', 2), ('दाऊ', 'hindu', 'male', 2), ('मुखिया', 'hindu', 'male', 2), ('पार्वती', 'hindu', 'female', 7), ('कृष्ण', 'hindu', 'female', 1), ('महाराज', 'hindu', 'male', 2), ('राधा', 'hindu', 'female', 8), ('बिजनेश्वरी', 'hindu', 'female', 1), ('कान्हा', 'hindu', 'unknown', 1), ('ब्रह्मचारिणी माता', 'hindu', 'female', 1), ('ग्रामवासियों', 'hindu', 'female', 1)]"
hi,79YuCjfG5N8,None,None,None,"[('फरीद', 'hindu', 'male'), ('नंदिनी', 'hindu', 'female'), ('शशि', 'hindu', 'male'), ('रमेश', 'hindu', 'unknown')]",3,3,0,0,None,None,None,"[('फरीद', 'hindu', 'male', 1), ('नंदिनी', 'hindu', 'female', 1), ('शशि', 'hindu', 'male', 1), ('रमेश', 'hindu', 'unknown', 1)]"
hi,7D3AjkwnnMs,None,None,भैस ,"[('आकाश', 'hindu', 'female'), ('दादी जी', 'hindu', 'female'), ('अम्मा', 'hindu', 'female'), ('मनोरमा', 'hindu', 'female'), ('खुशी जी', 'hindu', 'female'), ('मिसेस अनव सिंह', 'hindu', 'unknown'), ('नानी जी', 'hindu', 'female'), ('बबली', 'hindu', 'female'), ('भैंस', 'hindu', 'male'), ('बापूजी', 'hindu', 'unknown')]",1145,427,428,285,"[('भैस', 1)]",None,None,"[('आकाश', 'hindu', 'female', 1), ('दादी जी', 'hindu', 'female', 1), ('अम्मा', 'hindu', 'female', 1), ('मनोरमा', 'hindu', 'female', 1), ('खुशी जी', 'hindu', 'female', 2), ('मिसेस अनव सिंह', 'hindu', 'unknown', 1), ('नानी जी', 'hindu', 'female', 1), ('बबली', 'hindu', 'female', 2), ('भैंस', 'hindu', 'male', 1), ('बापूजी', 'hindu', 'unknown', 1)]"
